processed,target
timestamp failed at play number nvdimm [MASK] [MASK] [MASK] timestamp task number nvdimm cold [MASK] remove check persistent memory [MASK] status in guest os [MASK] path home [MASK] workspace ansible windows number physical vbs [MASK] [MASK] vmxnet [MASK] [MASK] [MASK] [MASK] gos validation windows nvdimm [MASK] add remove [MASK] add [MASK] [MASK] yml number [MASK] localhost failed [MASK] memory [MASK] status [MASK] in [MASK] os [MASK] status [MASK] [MASK] healthy [MASK] the size got is not [MASK] mb error message persistent memory disk status [MASK] [MASK] guest [MASK] which status is not [MASK] or the [MASK] [MASK] [MASK] [MASK] number mb,targetvm
[MASK] failed at play [MASK] [MASK] vm [MASK] task number deploy vm [MASK] [MASK] tpm device to vm task [MASK] home worker workspace ansible [MASK] [MASK] physical number ga para [MASK] efi [MASK] vsphere gos validation common vm add remove [MASK] yml number exception [MASK] vmware [MASK] tpm [MASK] when vtpm operation in [MASK] [MASK] when [MASK] for task fatal localhost failed failed to [MASK] [MASK] [MASK] [MASK] [MASK] machine due [MASK] runtime fault [MASK] none error message failed [MASK] configure vtpm [MASK] [MASK] virtual machine due [MASK] [MASK] [MASK] summary none [MASK] task number deploy [MASK] testing exit [MASK] to failure task [MASK] home worker [MASK] ansible windows number physical number ga para [MASK] efi [MASK] [MASK] [MASK] [MASK] common test [MASK] [MASK] [MASK] fatal [MASK] failed [MASK] testing because exit [MASK] when [MASK] [MASK] set to true in test case deploy [MASK] efi [MASK] virtual e number e error message exit testing [MASK] [MASK] [MASK] when [MASK] [MASK] set to true [MASK] test case deploy [MASK] efi para [MASK] [MASK] number e,targetvm
timestamp [MASK] [MASK] [MASK] number go sc cloud init dhcp timestamp task [MASK] [MASK] sc [MASK] init dhcp check [MASK] [MASK] address [MASK] [MASK] is successful task path home [MASK] workspace ansible [MASK] ubuntu [MASK] [MASK] iso ansible vsphere [MASK] [MASK] common [MASK] wait ping [MASK] [MASK] fatal localhost failed pinging ip [MASK] ip [MASK] [MASK] in [MASK] seconds error message pinging ip [MASK] ip address failed in number seconds,targetvm
timestamp failed at play number go sc [MASK] static ip timestamp task [MASK] [MASK] sc [MASK] [MASK] ip customize [MASK] guest [MASK] task path [MASK] [MASK] workspace ansible windows number physical vbs para [MASK] vmxnet number efi ansible [MASK] gos validation [MASK] guest customization [MASK] go [MASK] [MASK] [MASK] number [MASK] localhost [MASK] [MASK] [MASK] [MASK] detailed [MASK] see warnings [MASK] for [MASK] result event timed [MASK] [MASK] message customization failed for detailed information [MASK] warnings [MASK] task number go [MASK] sanity [MASK] ip fetch file [MASK] windows temp vmware imc guest [MASK] log [MASK] [MASK] [MASK] task [MASK] home worker workspace ansible [MASK] [MASK] physical vbs para [MASK] vmxnet [MASK] [MASK] ansible [MASK] [MASK] validation [MASK] vm guest file operation yml number exception in [MASK] guest file operation python [MASK] fetch [MASK] soap [MASK] python [MASK] invoke [MASK] fatal [MASK] failed invalid guest login for user administrator error [MASK] [MASK] guest [MASK] for user administrator,targetvm
[MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] add remove timestamp task number [MASK] [MASK] [MASK] remove check [MASK] [MASK] disk [MASK] [MASK] guest [MASK] [MASK] path home worker workspace ansible windows [MASK] [MASK] [MASK] [MASK] virtual vmxnet number efi ansible [MASK] gos validation windows nvdimm cold add [MASK] [MASK] add nvdimm test yml number fatal [MASK] failed [MASK] memory [MASK] [MASK] got in guest os which [MASK] is [MASK] healthy or the size got is not number mb error [MASK] persistent memory disk status got in guest [MASK] [MASK] status is not healthy or the size [MASK] is [MASK] number [MASK],targetvm
timestamp failed at play [MASK] [MASK] vm timestamp task number [MASK] vm [MASK] [MASK] [MASK] device to vm task [MASK] [MASK] worker workspace ansible [MASK] number [MASK] number ga [MASK] virtual efi ansible vsphere [MASK] [MASK] [MASK] vm [MASK] remove [MASK] yml [MASK] [MASK] [MASK] [MASK] guest tpm [MASK] when vtpm operation in [MASK] [MASK] when [MASK] for task fatal [MASK] failed failed [MASK] configure vtpm [MASK] on virtual [MASK] [MASK] [MASK] runtime [MASK] summary none [MASK] message [MASK] to configure vtpm [MASK] on virtual [MASK] [MASK] to runtime [MASK] summary [MASK] [MASK] task number [MASK] [MASK] testing exit due to failure [MASK] path home worker [MASK] [MASK] windows number physical number ga para [MASK] efi ansible vsphere gos validation [MASK] test rescue yml number [MASK] localhost failed [MASK] testing because [MASK] [MASK] when fail is set to true [MASK] test case deploy vm [MASK] para virtual e number [MASK] error message exit testing because exit [MASK] when [MASK] is [MASK] to true in test case deploy [MASK] [MASK] [MASK] virtual [MASK] number e,targetvm
[MASK] [MASK] at play [MASK] go sc [MASK] [MASK] dhcp timestamp task number go [MASK] cloud init dhcp [MASK] [MASK] [MASK] [MASK] [MASK] address is successful [MASK] path [MASK] worker workspace ansible cycle ubuntu number [MASK] [MASK] ansible [MASK] gos [MASK] common vm wait ping yml number fatal [MASK] failed [MASK] ip address [MASK] address failed [MASK] number [MASK] [MASK] message pinging ip [MASK] ip address failed in number seconds,targetvm
[MASK] failed at play number go sc sanity static ip [MASK] task [MASK] [MASK] sc sanity static [MASK] [MASK] [MASK] guest [MASK] [MASK] path home worker workspace ansible windows [MASK] physical vbs [MASK] virtual vmxnet number [MASK] ansible vsphere [MASK] validation [MASK] guest [MASK] win [MASK] [MASK] execution yml number fatal localhost failed [MASK] failed [MASK] [MASK] [MASK] see warnings waiting for [MASK] result event timed out error message [MASK] failed for [MASK] information see [MASK] timestamp task [MASK] go [MASK] sanity static [MASK] [MASK] file [MASK] [MASK] [MASK] vmware imc [MASK] cust [MASK] from vm guest task path home [MASK] [MASK] ansible windows [MASK] physical [MASK] para [MASK] [MASK] number [MASK] ansible vsphere [MASK] validation common [MASK] guest [MASK] operation yml number [MASK] in vmware guest file operation python when fetch [MASK] [MASK] adapter [MASK] when invoke method fatal [MASK] failed [MASK] guest login [MASK] user [MASK] error [MASK] invalid guest login [MASK] user administrator,targetvm
timestamp failed [MASK] [MASK] number [MASK] cold add remove timestamp task number [MASK] cold [MASK] remove check persistent [MASK] [MASK] status in [MASK] [MASK] task [MASK] [MASK] [MASK] workspace ansible [MASK] [MASK] [MASK] vbs para virtual [MASK] [MASK] efi ansible [MASK] gos [MASK] windows nvdimm cold add remove cold add [MASK] test [MASK] number fatal localhost failed persistent memory [MASK] [MASK] got [MASK] guest os which [MASK] is not healthy or the [MASK] got is not number mb error [MASK] [MASK] memory disk status [MASK] in guest os [MASK] [MASK] [MASK] [MASK] healthy [MASK] the size got [MASK] not number mb,targetvm
timestamp failed at [MASK] number [MASK] vm timestamp task [MASK] [MASK] [MASK] add [MASK] [MASK] device to [MASK] [MASK] path home worker workspace ansible windows number physical number ga para virtual efi ansible vsphere gos validation common vm add [MASK] vtpm [MASK] number [MASK] in vmware [MASK] tpm python when [MASK] operation [MASK] [MASK] [MASK] when wait [MASK] task [MASK] [MASK] failed [MASK] to [MASK] vtpm device on virtual [MASK] [MASK] to runtime [MASK] summary [MASK] error message failed [MASK] configure vtpm device on virtual machine due [MASK] runtime fault summary none timestamp task number [MASK] [MASK] [MASK] [MASK] due [MASK] [MASK] task path home [MASK] workspace [MASK] windows number [MASK] number ga para virtual [MASK] ansible vsphere [MASK] validation [MASK] test rescue yml number [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] exit testing [MASK] fail [MASK] [MASK] to true in test case deploy [MASK] efi [MASK] virtual [MASK] number e error message exit testing [MASK] exit testing [MASK] fail is set [MASK] true in [MASK] case deploy vm [MASK] para [MASK] [MASK] number [MASK],targetvm
timestamp failed at play [MASK] go sc cloud [MASK] dhcp [MASK] task [MASK] go sc cloud [MASK] dhcp check ping ip address ip [MASK] is successful task path home worker [MASK] [MASK] cycle [MASK] [MASK] [MASK] iso [MASK] [MASK] gos validation [MASK] vm wait [MASK] yml number fatal localhost failed pinging [MASK] address ip address [MASK] [MASK] number seconds [MASK] message [MASK] ip [MASK] [MASK] [MASK] failed [MASK] number seconds,targetvm
timestamp failed [MASK] [MASK] number [MASK] sc sanity static [MASK] [MASK] [MASK] number [MASK] [MASK] sanity [MASK] [MASK] customize windows [MASK] [MASK] task path home worker [MASK] ansible windows [MASK] physical vbs para [MASK] vmxnet [MASK] efi ansible vsphere [MASK] [MASK] windows guest customization [MASK] [MASK] sc execution yml [MASK] fatal [MASK] [MASK] customization [MASK] for detailed information [MASK] warnings waiting for customization result event [MASK] out error [MASK] customization [MASK] for [MASK] information see [MASK] timestamp task [MASK] go [MASK] sanity [MASK] [MASK] [MASK] [MASK] [MASK] windows temp [MASK] imc guest [MASK] log [MASK] vm guest [MASK] path home worker [MASK] ansible windows [MASK] physical [MASK] para virtual vmxnet number efi ansible vsphere gos validation common [MASK] [MASK] [MASK] operation [MASK] number exception in vmware guest file [MASK] python when fetch [MASK] soap adapter python [MASK] invoke [MASK] fatal [MASK] failed invalid guest login for user administrator error message invalid [MASK] login for user administrator,targetvm
timestamp failed [MASK] play number [MASK] cold add remove timestamp task [MASK] [MASK] cold add remove check [MASK] memory disk status [MASK] guest os task path [MASK] worker workspace [MASK] [MASK] number physical vbs para virtual vmxnet number [MASK] ansible [MASK] gos [MASK] windows [MASK] [MASK] [MASK] [MASK] cold add nvdimm [MASK] [MASK] [MASK] fatal localhost failed persistent memory [MASK] status got in [MASK] os [MASK] status is [MASK] healthy [MASK] [MASK] [MASK] got is not number [MASK] [MASK] message [MASK] memory [MASK] status got [MASK] guest os [MASK] status [MASK] [MASK] healthy or the size [MASK] is not number mb,targetvm
timestamp [MASK] at play number deploy [MASK] timestamp task number deploy vm add virtual [MASK] [MASK] to vm task path [MASK] worker workspace ansible [MASK] [MASK] [MASK] [MASK] ga [MASK] virtual efi ansible vsphere gos validation [MASK] vm [MASK] remove [MASK] [MASK] number exception in vmware guest [MASK] [MASK] [MASK] vtpm operation in vmware python [MASK] wait for [MASK] [MASK] localhost failed failed [MASK] configure [MASK] device on [MASK] [MASK] due to runtime fault [MASK] none [MASK] message [MASK] [MASK] [MASK] [MASK] device on [MASK] machine [MASK] to [MASK] fault summary [MASK] timestamp task number [MASK] [MASK] testing exit [MASK] [MASK] [MASK] task [MASK] home worker [MASK] [MASK] windows number physical number ga para virtual efi ansible [MASK] gos [MASK] common test rescue yml number fatal localhost [MASK] [MASK] testing [MASK] [MASK] testing when fail is set to true in [MASK] [MASK] deploy vm efi [MASK] virtual [MASK] number e error message exit [MASK] because [MASK] testing [MASK] fail is set to true in test [MASK] [MASK] vm [MASK] para virtual e [MASK] [MASK],targetvm
[MASK] failed at play [MASK] go sc cloud [MASK] [MASK] [MASK] task number go sc cloud init [MASK] [MASK] ping ip [MASK] ip [MASK] is successful task [MASK] [MASK] worker [MASK] ansible cycle ubuntu number [MASK] iso ansible vsphere [MASK] [MASK] common vm wait ping yml number [MASK] localhost failed [MASK] [MASK] [MASK] [MASK] address failed in [MASK] [MASK] [MASK] message pinging ip [MASK] ip address failed in number seconds,targetvm
timestamp [MASK] at [MASK] [MASK] go [MASK] [MASK] [MASK] ip timestamp task number go sc [MASK] static ip [MASK] windows [MASK] os task [MASK] [MASK] [MASK] workspace ansible windows number [MASK] vbs para [MASK] vmxnet number efi [MASK] vsphere [MASK] validation windows guest customization win [MASK] sc execution yml [MASK] fatal localhost failed customization failed for detailed [MASK] see warnings [MASK] [MASK] customization [MASK] event [MASK] [MASK] error message customization failed [MASK] detailed information [MASK] warnings timestamp [MASK] [MASK] [MASK] sc sanity static ip fetch file [MASK] windows [MASK] [MASK] [MASK] guest [MASK] log from [MASK] guest task path home worker workspace ansible windows number [MASK] vbs [MASK] virtual vmxnet [MASK] [MASK] [MASK] [MASK] gos validation [MASK] vm [MASK] file operation yml [MASK] [MASK] in vmware guest file operation [MASK] [MASK] fetch in soap adapter python when [MASK] method fatal localhost [MASK] [MASK] [MASK] login [MASK] user administrator error message [MASK] [MASK] login for user administrator,targetvm
timestamp failed [MASK] play number nvdimm cold add remove [MASK] [MASK] number nvdimm cold add [MASK] check [MASK] [MASK] [MASK] [MASK] in guest [MASK] task path [MASK] worker workspace [MASK] [MASK] number physical vbs para virtual vmxnet number efi [MASK] vsphere gos validation windows nvdimm cold add remove cold add [MASK] test [MASK] number fatal [MASK] failed persistent memory [MASK] [MASK] got [MASK] guest [MASK] which [MASK] is not [MASK] or the size [MASK] is [MASK] [MASK] mb [MASK] [MASK] persistent [MASK] [MASK] [MASK] got in [MASK] os which [MASK] [MASK] not [MASK] or the size [MASK] is not number mb,targetvm
[MASK] [MASK] [MASK] play [MASK] deploy vm timestamp task [MASK] deploy [MASK] add virtual [MASK] device [MASK] vm task path home [MASK] workspace ansible windows number physical number ga para virtual [MASK] ansible vsphere gos validation common vm add [MASK] [MASK] yml number exception in vmware guest tpm python when vtpm [MASK] in [MASK] [MASK] when wait for [MASK] [MASK] [MASK] [MASK] failed [MASK] configure [MASK] [MASK] on virtual machine due to [MASK] fault summary [MASK] error message [MASK] to configure vtpm device on virtual machine due to [MASK] fault [MASK] none [MASK] [MASK] number deploy vm testing exit due [MASK] failure task [MASK] [MASK] worker [MASK] ansible [MASK] number physical number [MASK] para virtual [MASK] ansible [MASK] [MASK] [MASK] [MASK] [MASK] rescue yml number fatal localhost failed exit testing because [MASK] testing [MASK] [MASK] is [MASK] to [MASK] [MASK] test [MASK] deploy vm efi [MASK] virtual e number [MASK] error [MASK] [MASK] testing [MASK] exit testing [MASK] [MASK] is set [MASK] true [MASK] test case deploy [MASK] [MASK] [MASK] virtual e number e,targetvm
timestamp failed at play [MASK] [MASK] sc cloud init dhcp timestamp task [MASK] go sc [MASK] init dhcp [MASK] [MASK] ip [MASK] ip [MASK] is successful task path [MASK] [MASK] workspace [MASK] cycle ubuntu number server [MASK] [MASK] vsphere [MASK] validation common vm [MASK] ping yml number [MASK] localhost [MASK] pinging ip address ip [MASK] [MASK] [MASK] number seconds error [MASK] pinging ip [MASK] [MASK] address failed [MASK] number seconds,targetvm
timestamp failed at [MASK] number go [MASK] sanity [MASK] ip timestamp task [MASK] go sc [MASK] [MASK] ip customize windows guest [MASK] [MASK] path home worker workspace ansible [MASK] number physical [MASK] [MASK] [MASK] vmxnet number efi [MASK] vsphere gos validation [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] execution yml [MASK] [MASK] [MASK] failed customization failed [MASK] detailed information see [MASK] [MASK] for customization [MASK] event timed out error message customization failed for [MASK] information see [MASK] [MASK] task number go sc sanity static [MASK] fetch file c [MASK] temp vmware imc guest cust [MASK] from [MASK] [MASK] task [MASK] home worker workspace ansible windows number physical vbs para virtual [MASK] number efi [MASK] [MASK] [MASK] validation [MASK] vm guest [MASK] [MASK] [MASK] [MASK] exception in vmware guest [MASK] operation [MASK] [MASK] fetch [MASK] soap [MASK] python when invoke method [MASK] localhost failed invalid guest [MASK] for user administrator error message [MASK] [MASK] login for [MASK] administrator,targetvm
[MASK] failed [MASK] [MASK] number nvdimm cold add remove timestamp task [MASK] nvdimm cold add remove [MASK] persistent memory [MASK] [MASK] in guest [MASK] task path [MASK] worker workspace [MASK] windows [MASK] physical vbs para virtual [MASK] number efi ansible [MASK] gos validation windows nvdimm [MASK] add remove cold [MASK] nvdimm test [MASK] number fatal localhost failed [MASK] [MASK] [MASK] [MASK] [MASK] in [MASK] [MASK] [MASK] status is [MASK] healthy or [MASK] size got [MASK] not [MASK] mb error message persistent memory [MASK] status got in [MASK] [MASK] [MASK] status is [MASK] [MASK] or the size got [MASK] not number mb,targetvm
[MASK] failed at play [MASK] deploy [MASK] timestamp [MASK] [MASK] deploy vm [MASK] virtual [MASK] [MASK] to [MASK] [MASK] path home [MASK] [MASK] [MASK] windows number physical number [MASK] para virtual efi [MASK] vsphere gos validation common vm add [MASK] [MASK] [MASK] number [MASK] in [MASK] guest tpm python [MASK] vtpm operation in vmware [MASK] [MASK] wait for [MASK] fatal localhost failed [MASK] to [MASK] vtpm device [MASK] virtual machine [MASK] to runtime fault [MASK] none error message failed to configure vtpm device on [MASK] [MASK] due [MASK] runtime [MASK] summary none timestamp [MASK] number [MASK] [MASK] testing exit due to failure [MASK] path home worker workspace ansible [MASK] number physical number [MASK] para [MASK] efi [MASK] vsphere gos validation common [MASK] rescue yml number [MASK] localhost failed exit testing because [MASK] [MASK] [MASK] fail [MASK] set [MASK] true in test [MASK] [MASK] vm efi [MASK] [MASK] e number e error [MASK] exit [MASK] because exit testing when [MASK] is [MASK] to true [MASK] [MASK] case deploy vm [MASK] para [MASK] e number e,targetvm
timestamp failed [MASK] play number go sc cloud init [MASK] timestamp [MASK] [MASK] [MASK] sc [MASK] init [MASK] [MASK] [MASK] ip [MASK] ip address is successful task path home worker workspace [MASK] [MASK] ubuntu [MASK] server iso ansible [MASK] gos validation common [MASK] wait ping yml number [MASK] localhost failed pinging ip address ip [MASK] [MASK] in [MASK] [MASK] [MASK] message pinging ip address [MASK] address failed in [MASK] [MASK],targetvm
[MASK] [MASK] at play number [MASK] sc sanity [MASK] [MASK] [MASK] [MASK] number go sc [MASK] [MASK] ip customize windows [MASK] os task path [MASK] worker workspace [MASK] [MASK] number [MASK] [MASK] para [MASK] [MASK] number efi ansible vsphere gos validation windows guest customization win go [MASK] [MASK] [MASK] number fatal [MASK] failed [MASK] failed for detailed information see [MASK] waiting for customization [MASK] [MASK] timed out error message [MASK] [MASK] for [MASK] [MASK] see warnings timestamp task [MASK] [MASK] [MASK] sanity static ip fetch file c [MASK] temp vmware imc guest cust log from [MASK] [MASK] [MASK] path [MASK] [MASK] workspace [MASK] windows number physical vbs [MASK] virtual vmxnet number efi [MASK] vsphere gos validation [MASK] vm guest file operation [MASK] number [MASK] in vmware guest [MASK] [MASK] python when [MASK] in soap [MASK] [MASK] when invoke method fatal [MASK] failed [MASK] guest login for user administrator error [MASK] [MASK] guest login for user [MASK],targetvm
[MASK] failed at play [MASK] [MASK] [MASK] add remove timestamp [MASK] number nvdimm [MASK] [MASK] remove [MASK] persistent [MASK] [MASK] [MASK] in guest [MASK] task [MASK] [MASK] [MASK] workspace [MASK] [MASK] [MASK] physical vbs [MASK] virtual vmxnet [MASK] efi ansible vsphere gos validation windows nvdimm cold add remove [MASK] add nvdimm [MASK] yml number [MASK] localhost failed persistent memory disk status got in guest [MASK] which status is not [MASK] [MASK] [MASK] [MASK] got is not number mb error message [MASK] [MASK] disk [MASK] got in [MASK] os which status is not healthy or [MASK] [MASK] got is not number [MASK],targetvm
timestamp failed at [MASK] [MASK] deploy vm timestamp task number deploy [MASK] add [MASK] [MASK] device to vm task path [MASK] worker [MASK] ansible windows [MASK] physical number [MASK] para virtual efi ansible vsphere gos validation [MASK] vm [MASK] remove [MASK] [MASK] number exception in vmware guest tpm python [MASK] [MASK] operation in vmware [MASK] when wait for task fatal [MASK] failed failed [MASK] [MASK] vtpm device [MASK] [MASK] machine [MASK] [MASK] [MASK] [MASK] [MASK] none error message failed [MASK] configure [MASK] device on virtual [MASK] due [MASK] runtime fault summary [MASK] [MASK] task number deploy vm testing exit [MASK] to failure task path home worker workspace [MASK] windows number [MASK] number ga para [MASK] efi ansible [MASK] [MASK] [MASK] [MASK] test [MASK] yml number fatal localhost [MASK] exit [MASK] because [MASK] testing when [MASK] [MASK] [MASK] to [MASK] in test [MASK] deploy vm efi para virtual [MASK] number e error [MASK] exit testing [MASK] exit testing [MASK] [MASK] is set to true in test case deploy [MASK] [MASK] [MASK] [MASK] e [MASK] [MASK],targetvm
timestamp failed at [MASK] number go [MASK] cloud [MASK] dhcp [MASK] task [MASK] go [MASK] cloud init dhcp [MASK] [MASK] [MASK] address ip address [MASK] [MASK] task path home worker workspace [MASK] cycle ubuntu number server [MASK] [MASK] [MASK] gos validation [MASK] [MASK] wait [MASK] yml number fatal [MASK] failed [MASK] ip address ip address failed in number seconds [MASK] [MASK] pinging ip [MASK] ip address failed in number [MASK],targetvm
timestamp failed [MASK] [MASK] number go sc sanity static ip [MASK] task [MASK] [MASK] sc sanity static ip customize windows guest [MASK] task path home worker [MASK] ansible windows number physical vbs para virtual vmxnet [MASK] [MASK] [MASK] [MASK] [MASK] validation windows [MASK] customization win go sc execution yml number [MASK] localhost [MASK] [MASK] failed for [MASK] information [MASK] warnings waiting for [MASK] [MASK] event [MASK] [MASK] error message customization [MASK] for detailed [MASK] [MASK] warnings timestamp task [MASK] go [MASK] sanity static ip fetch file c windows [MASK] vmware imc guest cust log from [MASK] [MASK] [MASK] [MASK] home [MASK] [MASK] ansible windows [MASK] physical [MASK] [MASK] virtual vmxnet [MASK] efi ansible [MASK] gos validation common vm [MASK] file operation yml number exception [MASK] vmware guest file operation python when fetch [MASK] [MASK] adapter python [MASK] [MASK] [MASK] fatal [MASK] failed invalid [MASK] login [MASK] [MASK] [MASK] error message invalid guest [MASK] [MASK] [MASK] administrator,targetvm
timestamp failed [MASK] play number [MASK] [MASK] [MASK] [MASK] timestamp task number [MASK] cold [MASK] remove check persistent memory [MASK] status [MASK] guest [MASK] task path [MASK] worker workspace ansible windows number physical [MASK] para virtual vmxnet number efi [MASK] vsphere gos [MASK] windows nvdimm cold add [MASK] cold [MASK] [MASK] test yml [MASK] fatal localhost [MASK] persistent [MASK] [MASK] status got in [MASK] [MASK] [MASK] status [MASK] not healthy or the [MASK] [MASK] is not number mb error message persistent [MASK] [MASK] status got in guest os [MASK] status [MASK] not [MASK] or [MASK] size [MASK] is not [MASK] mb,targetvm
timestamp failed [MASK] play [MASK] deploy vm timestamp task number [MASK] vm add virtual [MASK] device to vm task [MASK] home [MASK] workspace [MASK] windows number [MASK] number [MASK] [MASK] [MASK] [MASK] ansible [MASK] gos [MASK] common vm add remove vtpm yml number [MASK] [MASK] vmware guest tpm python [MASK] vtpm operation in vmware python when [MASK] for task fatal localhost failed failed to configure [MASK] [MASK] on [MASK] [MASK] due to runtime fault summary none error message [MASK] [MASK] configure vtpm device on virtual machine [MASK] to runtime [MASK] [MASK] none [MASK] task number [MASK] vm testing [MASK] due [MASK] [MASK] task [MASK] home [MASK] workspace [MASK] [MASK] [MASK] physical number ga [MASK] virtual [MASK] ansible vsphere gos validation common [MASK] rescue [MASK] number [MASK] [MASK] failed exit [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] set to [MASK] [MASK] [MASK] case deploy [MASK] [MASK] para virtual [MASK] number e error message exit testing because exit [MASK] when fail is [MASK] to true in test case [MASK] vm efi para virtual [MASK] number e,targetvm
timestamp [MASK] at play number go sc [MASK] [MASK] dhcp timestamp [MASK] number go sc [MASK] [MASK] [MASK] [MASK] ping ip [MASK] [MASK] address is [MASK] task path home [MASK] workspace [MASK] cycle ubuntu [MASK] [MASK] iso [MASK] vsphere gos [MASK] common vm wait ping yml number fatal localhost [MASK] pinging ip [MASK] ip address failed in [MASK] seconds error [MASK] pinging ip [MASK] ip address failed in [MASK] [MASK],targetvm
[MASK] failed at play number go sc sanity static [MASK] timestamp task [MASK] [MASK] [MASK] sanity static [MASK] customize windows guest os task path home [MASK] workspace [MASK] windows [MASK] [MASK] vbs para virtual vmxnet number efi [MASK] vsphere gos validation windows [MASK] customization win go sc [MASK] [MASK] number fatal [MASK] [MASK] [MASK] failed for detailed [MASK] see warnings waiting for [MASK] result event [MASK] [MASK] [MASK] [MASK] customization [MASK] for detailed information [MASK] warnings [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] static ip fetch [MASK] c windows temp [MASK] imc [MASK] cust [MASK] [MASK] [MASK] guest task path home [MASK] workspace [MASK] windows number physical [MASK] [MASK] virtual vmxnet number efi ansible vsphere [MASK] validation common vm guest [MASK] [MASK] [MASK] number exception in vmware guest [MASK] [MASK] [MASK] [MASK] fetch in soap [MASK] python [MASK] invoke [MASK] fatal localhost failed invalid guest login for user [MASK] error message invalid guest [MASK] for user administrator,targetvm
timestamp [MASK] at [MASK] [MASK] [MASK] cold add remove [MASK] task [MASK] nvdimm [MASK] [MASK] remove [MASK] [MASK] memory [MASK] status in guest os [MASK] path home [MASK] workspace [MASK] windows number physical [MASK] para virtual [MASK] [MASK] efi [MASK] vsphere gos validation [MASK] nvdimm [MASK] add remove cold [MASK] nvdimm test yml number fatal localhost failed [MASK] [MASK] disk status got in guest [MASK] which [MASK] is not healthy or the [MASK] got [MASK] not number mb error message [MASK] memory [MASK] [MASK] got in guest os [MASK] status is not healthy [MASK] the size [MASK] [MASK] not number [MASK],targetvm
timestamp failed [MASK] play number deploy vm timestamp task number deploy [MASK] [MASK] virtual tpm device [MASK] vm task [MASK] home worker workspace ansible [MASK] number physical [MASK] [MASK] para [MASK] efi ansible [MASK] [MASK] validation common vm [MASK] remove vtpm yml number [MASK] in vmware guest tpm [MASK] [MASK] [MASK] [MASK] [MASK] vmware [MASK] when wait [MASK] [MASK] [MASK] localhost [MASK] failed [MASK] [MASK] vtpm [MASK] on virtual [MASK] [MASK] to runtime fault summary none error message [MASK] to configure [MASK] [MASK] [MASK] virtual machine due to runtime [MASK] summary none timestamp task [MASK] [MASK] vm [MASK] exit [MASK] [MASK] failure task path home [MASK] workspace ansible [MASK] number [MASK] number [MASK] para virtual efi ansible vsphere [MASK] [MASK] common test rescue [MASK] number fatal localhost failed [MASK] [MASK] because exit testing when fail is set to [MASK] in test case [MASK] [MASK] efi para virtual e [MASK] [MASK] error message exit testing [MASK] exit testing when [MASK] is set [MASK] [MASK] [MASK] [MASK] case deploy [MASK] efi [MASK] virtual e number e,targetvm
timestamp [MASK] at [MASK] number [MASK] sc cloud [MASK] dhcp [MASK] task number go sc [MASK] [MASK] dhcp check ping ip [MASK] [MASK] address is successful task path [MASK] worker [MASK] ansible cycle ubuntu number server iso ansible vsphere gos validation common vm [MASK] [MASK] yml number [MASK] [MASK] [MASK] pinging ip [MASK] [MASK] address [MASK] in [MASK] [MASK] error message [MASK] ip address ip address failed in [MASK] [MASK],targetvm
timestamp failed at play number go sc sanity [MASK] ip timestamp [MASK] number [MASK] [MASK] sanity static ip customize windows guest os task [MASK] home worker workspace ansible windows [MASK] [MASK] vbs [MASK] [MASK] [MASK] number [MASK] [MASK] vsphere gos [MASK] windows [MASK] customization win [MASK] sc execution [MASK] number [MASK] localhost [MASK] customization [MASK] for [MASK] information see warnings [MASK] for [MASK] result event timed out error [MASK] [MASK] failed for [MASK] information see warnings [MASK] [MASK] number [MASK] [MASK] sanity static ip [MASK] file [MASK] [MASK] temp [MASK] imc [MASK] [MASK] log [MASK] vm guest task [MASK] home worker [MASK] ansible windows number [MASK] vbs para [MASK] vmxnet [MASK] efi [MASK] vsphere gos validation [MASK] [MASK] guest file operation [MASK] [MASK] [MASK] in vmware [MASK] [MASK] operation python when fetch in [MASK] adapter python when invoke method fatal localhost [MASK] [MASK] guest login for user administrator error message invalid guest [MASK] for [MASK] administrator,targetvm
[MASK] [MASK] at play number nvdimm cold add [MASK] [MASK] task [MASK] nvdimm cold [MASK] remove check persistent [MASK] disk status [MASK] [MASK] [MASK] task path [MASK] worker workspace ansible windows [MASK] physical vbs [MASK] [MASK] [MASK] number efi ansible vsphere gos [MASK] [MASK] [MASK] [MASK] add remove cold add nvdimm [MASK] yml number [MASK] [MASK] failed persistent memory disk status got in guest [MASK] which status is not [MASK] or [MASK] [MASK] got is [MASK] number mb error [MASK] [MASK] memory disk status [MASK] [MASK] guest os which [MASK] is not healthy or the size got [MASK] [MASK] [MASK] mb,targetvm
